old:	 userId = 0017550b3a324275a5d542e7d74a6d8b	 clientCode = [-9, -9, 43, 20, 43, 20, 63, 41, 83, -77, -97]	 channelId = 10000	 matchCode.A = [-9, -1, 43, 20, 43, 22, 63, 41, 83, -109, -65, 2, 0, -30, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -32, 76]	 matchCode.B = 6	 result.channel_id = 226
new:	 userId = 2c9539e8072a41c99f961fa706f5e0ff	 clientCode = [-10, -23, -65, 20, 62, -33, 105, -44, 81, -6, 43]	 channelId = 10000	 matchCode.A = [-10, -23, -1, 4, 62, -33, 107, -44, 81, -6, 43, 1, 0, 12, -84, 31, 6, -70, 0, 0, 1, 98, 60, -28, 103, 27]	 matchCode.B = 1	 result.channel_id = 12
old:	 userId = 2ca8107a2eb8461f9199bbcac5d382a7	 clientCode = [-48, -65, -1, -44, 9, -64, -44, 40, -56, 95, -2]	 channelId = 10000	 matchCode.A = [-48, -1, -1, -44, 9, -64, -44, 40, 76, 94, -2, 2, 0, -41, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 110, -103]	 matchCode.B = 5	 result.channel_id = 215
new:	 userId = 2ca8107a2eb8461f9199bbcac5d382a7	 clientCode = [-48, -65, -1, -44, 9, -64, -44, 40, -56, 95, -2]	 channelId = 10000	 matchCode.A = [-48, -1, -1, -44, 9, -64, -44, 40, 76, 94, -2, 2, 0, -41, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 110, -103]	 matchCode.B = 5	 result.channel_id = 215
old:	 userId = 2ca932fcfa79473ea9552ec02677b6a7	 clientCode = [-32, -12, 9, 22, 43, -42, -85, 31, 14, 67, -105]	 channelId = 10000	 matchCode.A = [-32, -12, 9, 22, 43, -12, -85, 15, 78, 67, -105, 4, 0, 13, -84, 31, 6, -70, 0, 0, 1, 98, 60, -28, 23, 115]	 matchCode.B = 5	 result.channel_id = 13
new:	 userId = 2ca932fcfa79473ea9552ec02677b6a7	 clientCode = [-32, -12, 9, 22, 43, -42, -85, 31, 14, 67, -105]	 channelId = 10000	 matchCode.A = [-32, -12, 9, 22, 43, -12, -85, 15, 78, 67, -105, 4, 0, 13, -84, 31, 6, -70, 0, 0, 1, 98, 60, -28, 23, 115]	 matchCode.B = 5	 result.channel_id = 13
old:	 userId = 2cb86833c5a648c29053c71c0950c59e	 clientCode = [-10, -19, 96, -100, 107, -1, -9, 97, 91, -50, 20]	 channelId = 10000	 matchCode.A = [-10, -19, 96, -98, 107, -5, -1, 97, 91, -58, 20, 0, 0, 15, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 64, 68]	 matchCode.B = 5	 result.channel_id = 15
new:	 userId = 2cb86833c5a648c29053c71c0950c59e	 clientCode = [-10, -19, 96, -100, 107, -1, -9, 97, 91, -50, 20]	 channelId = 10000	 matchCode.A = [-10, -19, 96, -98, 107, -5, -1, 97, 91, -58, 20, 0, 0, 15, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 64, 68]	 matchCode.B = 5	 result.channel_id = 15
old:	 userId = 2cb8a81050b04aef9945c21addbd51b5	 clientCode = [43, 20, -107, 1, -105, -1, -1, -97, -107, 17, 23]	 channelId = 10000	 matchCode.A = [43, 20, -75, 9, -73, -1, -1, -97, -107, 21, 23, 2, 0, 6, -84, 31, 11, -104, 0, 0, 1, 98, 60, -28, 5, -3]	 matchCode.B = 18	 result.channel_id = 6
new:	 userId = 2cb8a81050b04aef9945c21addbd51b5	 clientCode = [43, 20, -107, 1, -105, -1, -1, -97, -107, 17, 23]	 channelId = 10000	 matchCode.A = [43, 20, -75, 9, -73, -1, -1, -97, -107, 21, 23, 2, 0, 6, -84, 31, 11, -104, 0, 0, 1, 98, 60, -28, 5, -3]	 matchCode.B = 18	 result.channel_id = 6
old:	 userId = 2cdd61f30e7c429b8890a89edc70b609	 clientCode = [-65, -1, 0, 84, 2, -108, -65, 64, 90, -125, -1]	 channelId = 10000	 matchCode.A = [-65, -1, 0, 20, 2, -128, -65, 64, 90, -125, -65, 2, 0, 15, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -11, -28]	 matchCode.B = 4	 result.channel_id = 15
new:	 userId = 2cdd61f30e7c429b8890a89edc70b609	 clientCode = [-65, -1, 0, 84, 2, -108, -65, 64, 90, -125, -1]	 channelId = 10000	 matchCode.A = [-65, -1, 0, 20, 2, -128, -65, 64, 90, -125, -65, 2, 0, 15, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -11, -28]	 matchCode.B = 4	 result.channel_id = 15
old:	 userId = 2cf0dba43293472f8126500521f3b82a	 clientCode = [-7, -112, 16, -80, -16, -33, 23, 31, -116, -35, -4]	 channelId = 10000	 matchCode.A = [-8, -112, 16, -96, -16, -33, 23, 31, -116, -35, -12, 1, 0, 1, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -34, -85]	 matchCode.B = 13	 result.channel_id = 1
new:	 userId = 2cf0dba43293472f8126500521f3b82a	 clientCode = [-7, -112, 16, -80, -16, -33, 23, 31, -116, -35, -4]	 channelId = 10000	 matchCode.A = [-8, -112, 16, -96, -16, -33, 23, 31, -116, -35, -12, 1, 0, 1, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -34, -85]	 matchCode.B = 13	 result.channel_id = 1
old:	 userId = 2d02fb6bab614b64839786a6c1b92570	 clientCode = [-33, 31, 0, 63, -97, -80, -23, 40, 25, -81, 18]	 channelId = 10000	 matchCode.A = [-33, 31, 0, -65, -97, -16, -23, 0, 25, -81, 18, 0, 0, 4, -84, 31, 6, -70, 0, 0, 1, 98, 60, -28, 26, -53]	 matchCode.B = 1	 result.channel_id = 4
new:	 userId = 2d02fb6bab614b64839786a6c1b92570	 clientCode = [-33, 31, 0, 63, -97, -80, -23, 40, 25, -81, 18]	 channelId = 10000	 matchCode.A = [-33, 31, 0, -65, -97, -16, -23, 0, 25, -81, 18, 0, 0, 4, -84, 31, 6, -70, 0, 0, 1, 98, 60, -28, 26, -53]	 matchCode.B = 1	 result.channel_id = 4
old:	 userId = 2d096508250a4a9dbce99a33d994b225	 clientCode = [-1, 25, 4, 47, -108, -5, 47, -108, -79, -87, -5]	 channelId = 10000	 matchCode.A = [-1, 27, 0, 47, -108, -5, 47, 20, -95, -87, -5, 0, 0, -52, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -60, 88]	 matchCode.B = 3	 result.channel_id = 204
new:	 userId = 2d096508250a4a9dbce99a33d994b225	 clientCode = [-1, 25, 4, 47, -108, -5, 47, -108, -79, -87, -5]	 channelId = 10000	 matchCode.A = [-1, 27, 0, 47, -108, -5, 47, 20, -95, -87, -5, 0, 0, -52, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -60, 88]	 matchCode.B = 3	 result.channel_id = 204
old:	 userId = 2d0c046e5a1446a7afc14be83f8e3125	 clientCode = [-1, 107, -60, 0, 0, -1, -56, -9, 32, -83, 96]	 channelId = 10000	 matchCode.A = [-1, 107, -128, 0, 0, -1, -56, -9, 32, -17, 96, 0, 0, -37, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 115, 29]	 matchCode.B = 3	 result.channel_id = 219
new:	 userId = 2d0c046e5a1446a7afc14be83f8e3125	 clientCode = [-1, 107, -60, 0, 0, -1, -56, -9, 32, -83, 96]	 channelId = 10000	 matchCode.A = [-1, 107, -128, 0, 0, -1, -56, -9, 32, -17, 96, 0, 0, -37, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 115, 29]	 matchCode.B = 3	 result.channel_id = 219
old:	 userId = 2d175863ef2847209d42c9347f40fe4b	 clientCode = [0, -106, -97, 0, 20, -9, -17, -61, 85, -56, 16]	 channelId = 10000	 matchCode.A = [20, -105, -97, 0, 20, -9, -17, -63, 85, -56, 16, 2, 0, -26, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -38, 58]	 matchCode.B = 1	 result.channel_id = 230
new:	 userId = 2d175863ef2847209d42c9347f40fe4b	 clientCode = [0, -106, -97, 0, 20, -9, -17, -61, 85, -56, 16]	 channelId = 10000	 matchCode.A = [20, -105, -97, 0, 20, -9, -17, -63, 85, -56, 16, 2, 0, -26, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -38, 58]	 matchCode.B = 1	 result.channel_id = 230
old:	 userId = 2d29a5487a09470ea1e15e58c5503ec6	 clientCode = [42, 43, 86, 1, -106, 109, 105, -42, -15, 49, 43]	 channelId = 10000	 matchCode.A = [42, 43, 86, 1, -42, 111, 109, -42, -15, 49, 43, 0, 0, 9, -84, 31, 11, -104, 0, 0, 1, 98, 60, -28, 44, -88]	 matchCode.B = 1	 result.channel_id = 9
new:	 userId = 2d29a5487a09470ea1e15e58c5503ec6	 clientCode = [42, 43, 86, 1, -106, 109, 105, -42, -15, 49, 43]	 channelId = 10000	 matchCode.A = [42, 43, 86, 1, -42, 111, 109, -42, -15, 49, 43, 0, 0, 9, -84, 31, 11, -104, 0, 0, 1, 98, 60, -28, 44, -88]	 matchCode.B = 1	 result.channel_id = 9
old:	 userId = 2d88efad366b45b5897682cc006f5cc7	 clientCode = [-12, -64, 11, 16, 0, -42, -26, 107, -10, -18, 0]	 channelId = 10000	 matchCode.A = [-4, -64, 11, -108, 0, -42, -26, 106, -10, -18, 0, 0, 0, 13, -84, 31, 6, -70, 0, 0, 1, 98, 60, -28, 95, -74]	 matchCode.B = 4	 result.channel_id = 13
new:	 userId = 2d88efad366b45b5897682cc006f5cc7	 clientCode = [-12, -64, 11, 16, 0, -42, -26, 107, -10, -18, 0]	 channelId = 10000	 matchCode.A = [-4, -64, 11, -108, 0, -42, -26, 106, -10, -18, 0, 0, 0, 13, -84, 31, 6, -70, 0, 0, 1, 98, 60, -28, 95, -74]	 matchCode.B = 4	 result.channel_id = 13
old:	 userId = 2da7ca9078e641b58c61cff88a6434ae	 clientCode = [-105, -105, 63, 9, 15, 55, -17, 107, 49, -94, 9]	 channelId = 10000	 matchCode.A = [-105, -105, 63, 9, 15, 63, -1, 107, 53, -94, 9, 2, 0, -30, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -54, 109]	 matchCode.B = 2	 result.channel_id = 226
new:	 userId = 2da7ca9078e641b58c61cff88a6434ae	 clientCode = [-105, -105, 63, 9, 15, 55, -17, 107, 49, -94, 9]	 channelId = 10000	 matchCode.A = [-105, -105, 63, 9, 15, 63, -1, 107, 53, -94, 9, 2, 0, -30, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -54, 109]	 matchCode.B = 2	 result.channel_id = 226
old:	 userId = 2dade8ee380b4f0aad935721bbe68799	 clientCode = [64, 47, -3, 127, -17, -1, -68, 2, 72, 66, -1]	 channelId = 10000	 matchCode.A = [64, 111, -3, 127, -17, -9, -68, 2, 72, 66, -1, 0, 0, -47, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 76, 59]	 matchCode.B = 15	 result.channel_id = 209
new:	 userId = 2dade8ee380b4f0aad935721bbe68799	 clientCode = [64, 47, -3, 127, -17, -1, -68, 2, 72, 66, -1]	 channelId = 10000	 matchCode.A = [64, 111, -3, 127, -17, -9, -68, 2, 72, 66, -1, 0, 0, -47, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 76, 59]	 matchCode.B = 15	 result.channel_id = 209
old:	 userId = 2db4713a42fe4e3a9b7ba10831001224	 clientCode = [104, -112, -24, 64, 28, -8, -16, -112, -3, -20, 64]	 channelId = 10000	 matchCode.A = [-24, -48, -24, 64, -100, -8, -16, -128, -3, -20, 64, 1, 0, 5, -84, 31, 11, -104, 0, 0, 1, 98, 60, -28, 57, -121]	 matchCode.B = 7	 result.channel_id = 5
new:	 userId = 2db4713a42fe4e3a9b7ba10831001224	 clientCode = [104, -112, -24, 64, 28, -8, -16, -112, -3, -20, 64]	 channelId = 10000	 matchCode.A = [-24, -48, -24, 64, -100, -8, -16, -128, -3, -20, 64, 1, 0, 5, -84, 31, 11, -104, 0, 0, 1, 98, 60, -28, 57, -121]	 matchCode.B = 7	 result.channel_id = 5
old:	 userId = 2dc462461cd649b5882fa06b19aa4e3e	 clientCode = [-105, -105, 63, 9, 15, 23, -9, 107, 49, -94, 9]	 channelId = 10000	 matchCode.A = [-105, -105, 63, 9, 15, 63, -1, 107, 53, -94, 9, 2, 0, -30, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -54, 109]	 matchCode.B = 2	 result.channel_id = 226
new:	 userId = 2dc462461cd649b5882fa06b19aa4e3e	 clientCode = [-105, -105, 63, 9, 15, 23, -9, 107, 49, -94, 9]	 channelId = 10000	 matchCode.A = [-105, -105, 63, 9, 15, 63, -1, 107, 53, -94, 9, 2, 0, -30, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -54, 109]	 matchCode.B = 2	 result.channel_id = 226
old:	 userId = 2dd49e2bfdbd437a86633eacc8e6e32d	 clientCode = [70, 8, 21, 16, -65, -23, 67, 43, -8, 55, 98]	 channelId = 10000	 matchCode.A = [70, 9, 21, 16, -65, -23, 3, 43, -8, 119, 98, 0, 0, -46, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 97, 30]	 matchCode.B = 7	 result.channel_id = 210
new:	 userId = 2dd49e2bfdbd437a86633eacc8e6e32d	 clientCode = [70, 8, 21, 16, -65, -23, 67, 43, -8, 55, 98]	 channelId = 10000	 matchCode.A = [70, 9, 21, 16, -65, -23, 3, 43, -8, 119, 98, 0, 0, -46, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 97, 30]	 matchCode.B = 7	 result.channel_id = 210
old:	 userId = 2dda426672734b4aa5d0d5fa6eb926a5	 clientCode = [66, -108, -65, 64, -67, -4, 105, -65, -60, -87, -48]	 channelId = 10000	 matchCode.A = [66, -108, -65, 64, -99, -4, -23, -65, -59, -95, -48, 2, 0, -44, -84, 31, 11, -104, 0, 0, 1, 98, 60, -28, 73, -102]	 matchCode.B = 4	 result.channel_id = 212
new:	 userId = 2dda426672734b4aa5d0d5fa6eb926a5	 clientCode = [66, -108, -65, 64, -67, -4, 105, -65, -60, -87, -48]	 channelId = 10000	 matchCode.A = [66, -108, -65, 64, -99, -4, -23, -65, -59, -95, -48, 2, 0, -44, -84, 31, 11, -104, 0, 0, 1, 98, 60, -28, 73, -102]	 matchCode.B = 4	 result.channel_id = 212
old:	 userId = 2de07a6e1245459aa5047c17a7bec64d	 clientCode = [0, -106, -65, 121, 43, 6, 64, 97, 95, 39, 2]	 channelId = 10000	 matchCode.A = [0, -106, -65, 123, 43, 6, 64, 97, 23, 55, 2, 2, 0, 1, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -113, -110]	 matchCode.B = 2	 result.channel_id = 1
new:	 userId = 2de07a6e1245459aa5047c17a7bec64d	 clientCode = [0, -106, -65, 121, 43, 6, 64, 97, 95, 39, 2]	 channelId = 10000	 matchCode.A = [0, -106, -65, 123, 43, 6, 64, 97, 23, 55, 2, 2, 0, 1, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -113, -110]	 matchCode.B = 2	 result.channel_id = 1
old:	 userId = 2de96059662a4d8f892b1d0b0462997a	 clientCode = [-7, 122, 11, 61, 96, -24, -8, 0, -66, -88, 120]	 channelId = 10000	 matchCode.A = [-7, 123, 27, -67, 96, -24, -8, 0, -66, -88, 104, 0, 0, 11, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -102, -46]	 matchCode.B = 16	 result.channel_id = 11
new:	 userId = 2de96059662a4d8f892b1d0b0462997a	 clientCode = [-7, 122, 11, 61, 96, -24, -8, 0, -66, -88, 120]	 channelId = 10000	 matchCode.A = [-7, 123, 27, -67, 96, -24, -8, 0, -66, -88, 104, 0, 0, 11, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -102, -46]	 matchCode.B = 16	 result.channel_id = 11
old:	 userId = 2deb6f7b571f4b3e9d8d0203cdfa6231	 clientCode = [-12, -21, -3, -97, -1, -65, 67, 6, -8, 53, 3]	 channelId = 10000	 matchCode.A = [-12, -21, -3, -97, -65, -65, 65, 6, -8, 53, 39, 2, 0, -26, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -106, 67]	 matchCode.B = 2	 result.channel_id = 230
new:	 userId = 2deb6f7b571f4b3e9d8d0203cdfa6231	 clientCode = [-12, -21, -3, -97, -1, -65, 67, 6, -8, 53, 3]	 channelId = 10000	 matchCode.A = [-12, -21, -3, -97, -65, -65, 65, 6, -8, 53, 39, 2, 0, -26, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -106, 67]	 matchCode.B = 2	 result.channel_id = 230
old:	 userId = 2df7cd63614f48c29bb3ddf8656a0bac	 clientCode = [-10, -15, -21, -128, 2, -32, -18, -32, -45, -62, 25]	 channelId = 10000	 matchCode.A = [-12, -15, -21, -128, 0, -32, -18, -24, -13, -62, 25, 0, 0, 6, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -43, -108]	 matchCode.B = 2	 result.channel_id = 6
new:	 userId = 2df7cd63614f48c29bb3ddf8656a0bac	 clientCode = [-10, -15, -21, -128, 2, -32, -18, -32, -45, -62, 25]	 channelId = 10000	 matchCode.A = [-12, -15, -21, -128, 0, -32, -18, -24, -13, -62, 25, 0, 0, 6, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -43, -108]	 matchCode.B = 2	 result.channel_id = 6
old:	 userId = 2dfbdd7b39d546fa887a414d80a9d286	 clientCode = [-69, 0, -48, 40, 107, 3, 86, 43, -66, -74, 64]	 channelId = 10000	 matchCode.A = [-69, 0, -48, 40, 107, 3, 70, 107, -66, -74, 64, 1, 0, 6, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 96, 56]	 matchCode.B = 14	 result.channel_id = 6
new:	 userId = 2dfbdd7b39d546fa887a414d80a9d286	 clientCode = [-69, 0, -48, 40, 107, 3, 86, 43, -66, -74, 64]	 channelId = 10000	 matchCode.A = [-69, 0, -48, 40, 107, 3, 70, 107, -66, -74, 64, 1, 0, 6, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 96, 56]	 matchCode.B = 14	 result.channel_id = 6
old:	 userId = 2e3ff8a2b35243e989576a65d7cb5121	 clientCode = [-17, -5, 0, 16, -23, -118, -1, 43, -70, -97, 32]	 channelId = 10000	 matchCode.A = [107, -5, 0, 16, -23, 10, -1, 43, -70, -97, 32, 3, 0, 8, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -79, -46]	 matchCode.B = 2	 result.channel_id = 8
new:	 userId = 2e3ff8a2b35243e989576a65d7cb5121	 clientCode = [-17, -5, 0, 16, -23, -118, -1, 43, -70, -97, 32]	 channelId = 10000	 matchCode.A = [107, -5, 0, 16, -23, 10, -1, 43, -70, -97, 32, 3, 0, 8, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -79, -46]	 matchCode.B = 2	 result.channel_id = 8
old:	 userId = 2e4c40bcf3fc4ef2a948b146bbd0279a	 clientCode = [0, -8, 104, -33, 107, -108, -128, 40, -6, 71, 23]	 channelId = 10000	 matchCode.A = [0, -8, 104, -33, 107, -44, -64, 104, -6, 70, 23, 1, 0, 13, -84, 31, 11, -104, 0, 0, 1, 98, 60, -28, 18, 118]	 matchCode.B = 7	 result.channel_id = 13
new:	 userId = 2e4c40bcf3fc4ef2a948b146bbd0279a	 clientCode = [0, -8, 104, -33, 107, -108, -128, 40, -6, 71, 23]	 channelId = 10000	 matchCode.A = [0, -8, 104, -33, 107, -44, -64, 104, -6, 70, 23, 1, 0, 13, -84, 31, 11, -104, 0, 0, 1, 98, 60, -28, 18, 118]	 matchCode.B = 7	 result.channel_id = 13
old:	 userId = 2e643998455d43d687957719b8434fa1	 clientCode = [0, 11, 11, 111, 0, 10, 0, -16, -69, 122, 111]	 channelId = 10000	 matchCode.A = [0, 11, 11, 15, 0, 10, 16, -16, -69, 90, 111, 0, 0, -37, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -28, -57]	 matchCode.B = 2	 result.channel_id = 219
new:	 userId = 2e643998455d43d687957719b8434fa1	 clientCode = [0, 11, 11, 111, 0, 10, 0, -16, -69, 122, 111]	 channelId = 10000	 matchCode.A = [0, 11, 11, 15, 0, 10, 16, -16, -69, 90, 111, 0, 0, -37, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -28, -57]	 matchCode.B = 2	 result.channel_id = 219
old:	 userId = 2e8af293054946b9aa03a743164ffc00	 clientCode = [-16, -64, 16, -11, -41, -1, 10, 22, -52, 21, -9]	 channelId = 10000	 matchCode.A = [-8, -64, 16, -11, -41, -1, 26, 20, -116, 21, -9, 0, 0, 1, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -49, 74]	 matchCode.B = 4	 result.channel_id = 1
new:	 userId = 2e8af293054946b9aa03a743164ffc00	 clientCode = [-16, -64, 16, -11, -41, -1, 10, 22, -52, 21, -9]	 channelId = 10000	 matchCode.A = [-8, -64, 16, -11, -41, -1, 26, 20, -116, 21, -9, 0, 0, 1, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -49, 74]	 matchCode.B = 4	 result.channel_id = 1
old:	 userId = 2ec5a8ebc3884abc918e93f1ba7cb77b	 clientCode = [2, -106, 43, 22, 107, 68, 64, 35, -49, 126, -122]	 channelId = 10000	 matchCode.A = [2, 20, 43, 22, 107, 70, 64, 43, -49, 126, -122, 2, 0, -33, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 32, -63]	 matchCode.B = 2	 result.channel_id = 223
new:	 userId = 2ec5a8ebc3884abc918e93f1ba7cb77b	 clientCode = [2, -106, 43, 22, 107, 68, 64, 35, -49, 126, -122]	 channelId = 10000	 matchCode.A = [2, 20, 43, 22, 107, 70, 64, 43, -49, 126, -122, 2, 0, -33, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 32, -63]	 matchCode.B = 2	 result.channel_id = 223
old:	 userId = 2ecf4819e73448909c8347881bd18b63	 clientCode = [111, 111, 15, 7, 122, -105, -106, 0, 83, 94, 30]	 channelId = 10000	 matchCode.A = [111, 111, 15, 7, 114, -109, -106, 0, 83, 78, 30, 3, 0, 6, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -122, -84]	 matchCode.B = 1	 result.channel_id = 6
new:	 userId = 2ecf4819e73448909c8347881bd18b63	 clientCode = [111, 111, 15, 7, 122, -105, -106, 0, 83, 94, 30]	 channelId = 10000	 matchCode.A = [111, 111, 15, 7, 114, -109, -106, 0, 83, 78, 30, 3, 0, 6, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -122, -84]	 matchCode.B = 1	 result.channel_id = 6
old:	 userId = 2f121d1fcbc440dabdee8ed92c7f3d36	 clientCode = [-48, -3, 107, -42, 104, -45, 15, 27, 83, 83, -65]	 channelId = 10000	 matchCode.A = [-48, -3, 107, -42, 105, -45, 15, 15, 82, 83, -65, 3, 0, 12, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 111, 19]	 matchCode.B = 4	 result.channel_id = 12
new:	 userId = 2f121d1fcbc440dabdee8ed92c7f3d36	 clientCode = [-48, -3, 107, -42, 104, -45, 15, 27, 83, 83, -65]	 channelId = 10000	 matchCode.A = [-48, -3, 107, -42, 105, -45, 15, 15, 82, 83, -65, 3, 0, 12, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 111, 19]	 matchCode.B = 4	 result.channel_id = 12
old:	 userId = 2f16bf0ed9584ecdb35dc94992cf9581	 clientCode = [-48, -1, 68, 20, 19, 0, -74, 105, 81, 74, 8]	 channelId = 10000	 matchCode.A = [80, -1, 70, 20, 19, 0, -74, 105, 83, 74, 8, 2, 0, 8, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -123, -84]	 matchCode.B = 9	 result.channel_id = 8
new:	 userId = 2f16bf0ed9584ecdb35dc94992cf9581	 clientCode = [-48, -1, 68, 20, 19, 0, -74, 105, 81, 74, 8]	 channelId = 10000	 matchCode.A = [80, -1, 70, 20, 19, 0, -74, 105, 83, 74, 8, 2, 0, 8, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -123, -84]	 matchCode.B = 9	 result.channel_id = 8
old:	 userId = 2f22ad6e3b844940987fb5b2b4033c1c	 clientCode = [80, -48, -24, 5, 15, -85, -105, 15, -65, 21, 20]	 channelId = 10000	 matchCode.A = [16, -48, -8, 5, 47, -81, -105, 15, -65, 21, 20, 0, 0, -35, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -61, 53]	 matchCode.B = 19	 result.channel_id = 221
new:	 userId = 2f22ad6e3b844940987fb5b2b4033c1c	 clientCode = [80, -48, -24, 5, 15, -85, -105, 15, -65, 21, 20]	 channelId = 10000	 matchCode.A = [16, -48, -8, 5, 47, -81, -105, 15, -65, 21, 20, 0, 0, -35, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -61, 53]	 matchCode.B = 19	 result.channel_id = 221
old:	 userId = 2f3d4cbdcfe64dbb86e4a91b2c33220b	 clientCode = [-106, -44, 105, -128, 63, 65, -65, 11, -51, 83, -97]	 channelId = 10000	 matchCode.A = [-106, -44, -23, -128, 63, 1, -1, 3, -51, 83, -97, 0, 0, 8, -84, 31, 6, -70, 0, 0, 1, 98, 60, -30, -15, 62]	 matchCode.B = 14	 result.channel_id = 8
new:	 userId = 2f3d4cbdcfe64dbb86e4a91b2c33220b	 clientCode = [-106, -44, 105, -128, 63, 65, -65, 11, -51, 83, -97]	 channelId = 10000	 matchCode.A = [-106, -44, -23, -128, 63, 1, -1, 3, -51, 83, -97, 0, 0, 8, -84, 31, 6, -70, 0, 0, 1, 98, 60, -30, -15, 62]	 matchCode.B = 14	 result.channel_id = 8
old:	 userId = 2f52d24ac8f1450584f0914c2aa3dd33	 clientCode = [12, -8, 96, 29, 107, -72, -108, 0, -38, 31, -2]	 channelId = 11	 matchCode.A = [12, -8, 96, -100, 107, -72, -108, 0, -38, -98, -2, 0, 0, 11, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -43, -25]	 matchCode.B = 15	 result.channel_id = 11
new:	 userId = 2f52d24ac8f1450584f0914c2aa3dd33	 clientCode = [12, -8, 96, 29, 107, -72, -108, 0, -38, 31, -2]	 channelId = 11	 matchCode.A = [12, -8, 96, -100, 107, -72, -108, 0, -38, -98, -2, 0, 0, 11, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -43, -25]	 matchCode.B = 15	 result.channel_id = 11
old:	 userId = 2f68e02dbefd4004b075502f789a86ee	 clientCode = [-16, -10, -12, 2, -113, -48, -85, 0, -100, -61, -11]	 channelId = 10000	 matchCode.A = [-16, -10, -12, 6, -97, -48, -69, 0, -100, -61, -12, 4, 0, 1, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -62, -104]	 matchCode.B = 2	 result.channel_id = 1
new:	 userId = 2f68e02dbefd4004b075502f789a86ee	 clientCode = [-16, -10, -12, 2, -113, -48, -85, 0, -100, -61, -11]	 channelId = 10000	 matchCode.A = [-16, -10, -12, 6, -97, -48, -69, 0, -100, -61, -12, 4, 0, 1, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -62, -104]	 matchCode.B = 2	 result.channel_id = 1
old:	 userId = 2f6a1cbf2691454194771831bd993735	 clientCode = [-108, -1, 40, -42, 105, -105, -105, 47, 90, 87, -74]	 channelId = 10000	 matchCode.A = [-108, -1, 41, -42, 105, -105, -105, 47, 82, 87, 22, 3, 0, -47, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 25, 53]	 matchCode.B = 13	 result.channel_id = 209
